,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,School_Type_Private,School_Type_Public,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_No,Learning_Disabilities_Yes,Gender_Female,Gender_Male
453,23,95,1.0,1.0,7,86,1.0,3,0.0,1.0,4,2.0,2.0,72,False,True,False,True,False,True,False,False,True,False,True,False,True
454,17,61,1.0,1.0,7,87,2.0,5,1.0,1.0,3,0.0,0.0,65,False,True,False,True,False,True,False,True,False,True,False,False,True
455,15,89,1.0,1.0,6,71,1.0,1,1.0,2.0,4,0.0,0.0,68,False,True,False,True,False,True,False,False,True,True,False,True,False
456,19,97,2.0,0.0,8,64,1.0,2,0.0,2.0,3,0.0,0.0,71,False,True,False,True,False,True,False,False,True,True,False,False,True
457,14,86,1.0,0.0,8,90,1.0,3,1.0,1.0,3,2.0,0.0,65,False,True,True,False,False,True,True,False,False,False,True,False,True
458,17,78,1.0,1.0,8,98,0.0,2,1.0,1.0,2,0.0,0.0,66,True,False,False,True,True,False,False,False,True,True,False,False,True
459,13,62,0.0,2.0,7,99,1.0,4,1.0,0.0,1,2.0,1.0,63,True,False,False,True,False,True,False,False,True,True,False,True,False
460,32,97,1.0,2.0,5,82,1.0,1,1.0,1.0,3,0.0,1.0,74,True,False,False,True,False,True,False,True,False,True,False,False,True
461,20,79,2.0,0.0,7,87,0.0,2,1.0,2.0,4,0.0,0.0,66,False,True,True,False,True,False,False,True,False,False,True,True,False
462,16,61,1.0,0.0,8,91,2.0,2,1.0,2.0,3,1.0,1.0,63,True,False,False,True,False,True,False,True,False,True,False,False,True
463,21,88,2.0,1.0,6,90,2.0,2,2.0,1.0,4,0.0,1.0,72,False,True,False,True,True,False,False,True,False,True,False,False,True
464,19,79,1.0,2.0,7,100,0.0,1,2.0,2.0,2,1.0,2.0,69,True,False,False,True,False,True,False,False,True,True,False,True,False
465,19,65,1.0,2.0,9,91,1.0,1,1.0,2.0,4,1.0,0.0,67,False,True,False,True,False,True,False,False,True,True,False,False,True
466,24,69,0.0,2.0,5,83,0.0,3,0.0,1.0,3,0.0,0.0,66,True,False,False,True,True,False,False,True,False,True,False,False,True
467,25,63,2.0,1.0,7,69,1.0,0,0.0,2.0,5,0.0,1.0,64,True,False,False,True,True,False,True,False,False,True,False,True,False
468,17,83,0.0,1.0,9,80,1.0,4,1.0,2.0,2,1.0,0.0,67,True,False,False,True,False,True,True,False,False,True,False,True,False
469,17,85,1.0,0.0,7,94,2.0,4,0.0,1.0,3,1.0,0.0,69,True,False,False,True,False,True,False,False,True,True,False,True,False
470,18,80,1.0,0.0,6,65,1.0,2,0.0,2.0,2,1.0,0.0,65,False,True,False,True,False,True,True,False,False,True,False,True,False
471,6,93,1.0,1.0,7,52,2.0,0,1.0,1.0,2,1.0,0.0,64,True,False,False,True,False,True,False,True,False,True,False,True,False
472,11,94,1.0,0.0,8,66,2.0,1,2.0,0.0,4,0.0,0.0,65,False,True,True,False,False,True,False,True,False,True,False,True,False
473,28,85,1.0,2.0,7,98,1.0,2,0.0,2.0,1,0.0,0.0,72,False,True,False,True,True,False,False,False,True,False,True,False,True
474,30,61,0.0,2.0,8,90,1.0,2,0.0,2.0,2,0.0,1.0,66,False,True,False,True,False,True,True,False,False,True,False,True,False
475,19,88,1.0,0.0,7,59,1.0,2,0.0,1.0,3,1.0,0.0,66,True,False,False,True,False,True,False,True,False,True,False,True,False
476,23,77,2.0,2.0,7,51,1.0,1,0.0,0.0,3,1.0,1.0,67,False,True,False,True,True,False,False,False,True,True,False,False,True
477,22,83,1.0,1.0,8,83,2.0,1,2.0,1.0,3,2.0,1.0,69,False,True,False,True,True,False,True,False,False,False,True,False,True
478,38,86,0.0,2.0,7,79,0.0,3,0.0,1.0,3,0.0,0.0,73,False,True,False,True,False,True,True,False,False,True,False,False,True
479,27,74,1.0,2.0,6,54,1.0,3,1.0,1.0,3,1.0,0.0,69,True,False,False,True,False,True,False,True,False,True,False,True,False
480,19,97,1.0,0.0,8,98,1.0,1,0.0,1.0,4,0.0,0.0,68,True,False,False,True,True,False,False,True,False,False,True,False,True
481,14,65,0.0,1.0,7,81,1.0,1,0.0,1.0,3,0.0,1.0,61,False,True,False,True,False,True,False,False,True,True,False,True,False
482,10,87,1.0,0.0,6,83,1.0,0,0.0,1.0,4,0.0,0.0,63,False,True,True,False,False,True,False,False,True,True,False,False,True
483,21,60,1.0,2.0,8,93,0.0,0,0.0,1.0,2,0.0,2.0,63,False,True,False,True,False,True,False,False,True,True,False,True,False
484,15,97,0.0,1.0,9,67,1.0,1,0.0,2.0,2,1.0,0.0,68,False,True,False,True,False,True,False,True,False,True,False,False,True
485,11,65,1.0,2.0,7,78,1.0,2,0.0,1.0,3,2.0,0.0,63,True,False,False,True,False,True,False,True,False,True,False,True,False
486,16,64,2.0,1.0,7,79,1.0,3,1.0,1.0,4,2.0,0.0,66,False,True,False,True,True,False,False,False,True,False,True,True,False
487,14,73,2.0,1.0,5,98,1.0,2,0.0,1.0,4,0.0,1.0,65,False,True,False,True,False,True,True,False,False,True,False,True,False
488,30,75,2.0,2.0,7,57,2.0,0,0.0,1.0,1,1.0,0.0,68,True,False,False,True,False,True,False,True,False,False,True,True,False
489,25,69,1.0,1.0,7,88,2.0,0,0.0,1.0,4,1.0,0.0,66,False,True,False,True,False,True,True,False,False,True,False,True,False
490,20,83,0.0,0.0,7,79,0.0,2,1.0,1.0,5,2.0,1.0,66,True,False,True,False,False,True,False,False,True,True,False,False,True
491,29,78,2.0,1.0,6,92,1.0,2,0.0,1.0,4,0.0,0.0,70,True,False,False,True,True,False,True,False,False,True,False,False,True
492,20,61,0.0,0.0,8,92,1.0,0,1.0,1.0,2,0.0,0.0,61,False,True,False,True,False,True,True,False,False,True,False,True,False
493,15,73,1.0,0.0,7,51,1.0,2,0.0,2.0,3,0.0,1.0,61,False,True,False,True,True,False,True,False,False,True,False,False,True
494,29,92,1.0,1.0,10,63,2.0,1,0.0,2.0,4,0.0,1.0,71,False,True,False,True,True,False,True,False,False,True,False,False,True
495,23,88,0.0,1.0,7,59,1.0,1,1.0,1.0,2,0.0,0.0,67,False,True,False,True,False,True,True,False,False,True,False,False,True
496,14,89,2.0,2.0,4,73,1.0,2,1.0,2.0,3,1.0,0.0,70,False,True,False,True,False,True,True,False,False,True,False,False,True
497,19,88,2.0,1.0,5,95,1.0,2,0.0,1.0,4,1.0,1.0,69,True,False,False,True,True,False,True,False,False,True,False,False,True
498,15,72,2.0,2.0,8,50,1.0,2,1.0,1.0,4,0.0,0.0,65,True,False,False,True,False,True,False,True,False,True,False,True,False
499,12,64,2.0,0.0,6,74,2.0,0,1.0,1.0,2,0.0,1.0,61,False,True,False,True,False,True,False,False,True,True,False,False,True
500,26,71,1.0,0.0,6,94,0.0,3,0.0,1.0,4,2.0,0.0,68,True,False,False,True,False,True,False,False,True,True,False,False,True
501,31,93,2.0,0.0,5,96,1.0,2,0.0,1.0,2,0.0,0.0,74,False,True,False,True,False,True,False,False,True,True,False,False,True
502,12,99,1.0,1.0,6,83,0.0,1,1.0,1.0,3,0.0,0.0,67,True,False,False,True,False,True,True,False,False,True,False,True,False
503,23,80,1.0,1.0,7,91,0.0,5,2.0,1.0,1,0.0,0.0,70,False,True,False,True,False,True,True,False,False,True,False,True,False
504,16,60,0.0,1.0,8,66,0.0,1,2.0,2.0,2,0.0,1.0,59,False,True,False,True,True,False,False,True,False,False,True,True,False
505,17,66,2.0,2.0,5,64,0.0,0,1.0,2.0,2,1.0,0.0,64,True,False,False,True,True,False,False,True,False,True,False,False,True
506,16,73,2.0,1.0,8,52,1.0,2,1.0,2.0,4,1.0,0.0,66,False,True,False,True,False,True,False,False,True,True,False,True,False
507,15,83,0.0,0.0,5,75,1.0,1,1.0,1.0,3,0.0,2.0,63,False,True,False,True,False,True,False,True,False,True,False,True,False
508,20,63,0.0,0.0,8,73,0.0,0,2.0,1.0,3,1.0,0.0,61,False,True,False,True,False,True,False,True,False,True,False,True,False
509,15,98,0.0,2.0,8,69,0.0,2,0.0,1.0,4,0.0,1.0,68,False,True,False,True,False,True,False,True,False,True,False,True,False
510,22,75,1.0,1.0,6,56,0.0,3,1.0,1.0,3,0.0,2.0,65,True,False,False,True,True,False,False,False,True,True,False,False,True
511,20,97,1.0,2.0,5,62,1.0,1,1.0,1.0,4,0.0,2.0,69,True,False,False,True,True,False,False,True,False,True,False,False,True
512,19,91,2.0,0.0,8,60,1.0,2,0.0,1.0,4,0.0,1.0,68,False,True,False,True,True,False,False,True,False,True,False,False,True
513,15,90,1.0,0.0,6,97,0.0,2,2.0,2.0,2,0.0,0.0,69,False,True,False,True,False,True,False,False,True,True,False,False,True
514,17,84,1.0,0.0,7,98,2.0,1,0.0,2.0,2,1.0,2.0,67,False,True,False,True,False,True,False,True,False,True,False,True,False
515,25,85,2.0,2.0,8,50,2.0,1,2.0,1.0,1,1.0,1.0,70,True,False,False,True,False,True,False,True,False,True,False,True,False
516,23,86,1.0,1.0,8,59,0.0,1,0.0,1.0,3,2.0,1.0,68,False,True,False,True,False,True,False,True,False,True,False,True,False
517,14,85,1.0,1.0,6,94,0.0,0,2.0,1.0,4,1.0,0.0,67,True,False,False,True,False,True,False,False,True,True,False,False,True
518,21,82,2.0,1.0,7,52,1.0,4,0.0,1.0,3,0.0,2.0,67,True,False,False,True,False,True,False,True,False,True,False,False,True
519,25,99,2.0,1.0,6,97,2.0,0,1.0,1.0,3,1.0,1.0,75,False,True,False,True,False,True,False,False,True,True,False,False,True
520,10,89,0.0,0.0,8,69,0.0,3,0.0,1.0,4,1.0,1.0,63,False,True,False,True,False,True,True,False,False,True,False,False,True
521,23,91,0.0,1.0,9,77,2.0,1,0.0,1.0,5,0.0,0.0,70,True,False,False,True,False,True,False,False,True,True,False,False,True
522,16,95,1.0,0.0,6,88,0.0,2,2.0,2.0,4,0.0,0.0,70,False,True,False,True,False,True,False,False,True,True,False,True,False
523,23,69,1.0,2.0,7,62,1.0,1,1.0,1.0,4,0.0,2.0,64,False,True,False,True,False,True,False,True,False,False,True,False,True
524,15,63,1.0,0.0,8,55,0.0,0,1.0,0.0,3,1.0,0.0,59,True,False,False,True,False,True,False,True,False,True,False,True,False
525,9,79,1.0,0.0,7,90,2.0,1,2.0,0.0,3,0.0,0.0,63,True,False,False,True,False,True,False,True,False,True,False,False,True
526,10,81,2.0,1.0,8,99,1.0,2,1.0,1.0,4,2.0,1.0,67,False,True,True,False,False,True,False,False,True,True,False,True,False
527,20,93,0.0,2.0,7,83,1.0,0,1.0,1.0,2,0.0,0.0,68,False,True,False,True,True,False,True,False,False,False,True,False,True
528,22,78,1.0,1.0,5,91,0.0,0,1.0,2.0,3,2.0,0.0,68,False,True,False,True,True,False,True,False,False,True,False,False,True
530,24,81,1.0,0.0,9,61,1.0,1,0.0,0.0,4,1.0,0.0,66,True,False,False,True,False,True,False,False,True,True,False,True,False
531,10,62,1.0,0.0,7,68,2.0,3,1.0,1.0,3,2.0,0.0,61,True,False,False,True,False,True,False,True,False,True,False,False,True
532,20,85,2.0,1.0,9,61,2.0,2,2.0,1.0,3,1.0,0.0,70,True,False,False,True,False,True,False,False,True,True,False,False,True
533,13,93,0.0,0.0,4,53,2.0,1,1.0,0.0,1,2.0,0.0,65,False,True,False,True,False,True,False,False,True,True,False,False,True
534,16,66,0.0,1.0,8,87,2.0,3,1.0,1.0,2,0.0,1.0,64,False,True,False,True,False,True,False,False,True,True,False,True,False
535,20,84,1.0,2.0,6,57,2.0,2,1.0,1.0,4,0.0,2.0,69,False,True,False,True,False,True,False,False,True,True,False,True,False
536,15,84,1.0,2.0,6,55,0.0,1,1.0,1.0,2,0.0,0.0,64,True,False,False,True,True,False,True,False,False,True,False,False,True
537,18,67,0.0,0.0,9,68,0.0,2,0.0,2.0,2,2.0,0.0,61,False,True,False,True,True,False,True,False,False,True,False,False,True
538,26,65,0.0,1.0,7,53,0.0,3,2.0,1.0,2,0.0,0.0,64,True,False,False,True,False,True,False,False,True,True,False,True,False
539,17,99,1.0,2.0,6,59,1.0,0,1.0,1.0,3,0.0,1.0,68,True,False,False,True,False,True,False,True,False,True,False,False,True
540,25,76,1.0,2.0,8,53,2.0,1,2.0,2.0,3,0.0,2.0,67,True,False,False,True,False,True,False,False,True,False,True,True,False
541,13,69,2.0,0.0,4,94,1.0,3,0.0,0.0,3,0.0,0.0,62,True,False,False,True,False,True,False,False,True,False,True,False,True
542,23,67,1.0,1.0,9,89,1.0,2,0.0,2.0,2,0.0,0.0,66,False,True,False,True,False,True,False,True,False,True,False,True,False
543,29,87,1.0,2.0,10,93,2.0,1,0.0,1.0,4,0.0,1.0,72,False,True,False,True,False,True,False,True,False,True,False,False,True
544,5,84,1.0,1.0,8,93,2.0,4,2.0,2.0,3,1.0,1.0,68,False,True,False,True,False,True,False,False,True,True,False,False,True
545,15,86,1.0,2.0,8,97,1.0,4,2.0,1.0,3,0.0,0.0,71,False,True,False,True,False,True,False,False,True,True,False,False,True
546,23,64,1.0,1.0,7,59,2.0,3,1.0,1.0,2,0.0,1.0,65,False,True,False,True,False,True,False,False,True,True,False,True,False
547,19,96,1.0,0.0,5,95,0.0,2,1.0,0.0,3,0.0,1.0,68,False,True,True,False,True,False,False,True,False,True,False,True,False
548,22,76,1.0,0.0,9,76,1.0,2,0.0,2.0,5,0.0,2.0,65,True,False,False,True,False,True,False,True,False,True,False,True,False
549,16,73,2.0,0.0,8,58,1.0,1,1.0,1.0,4,0.0,0.0,64,False,True,False,True,False,True,False,True,False,True,False,True,False
550,21,78,1.0,0.0,8,83,1.0,2,1.0,1.0,4,0.0,2.0,65,True,False,False,True,False,True,False,False,True,False,True,False,True
551,19,76,2.0,2.0,8,66,0.0,0,0.0,2.0,4,0.0,0.0,65,False,True,False,True,True,False,True,False,False,False,True,False,True
552,27,95,2.0,1.0,7,52,2.0,3,1.0,2.0,3,1.0,1.0,73,True,False,False,True,True,False,True,False,False,True,False,True,False
553,22,97,1.0,2.0,6,54,1.0,1,0.0,2.0,3,2.0,0.0,72,False,True,False,True,False,True,False,False,True,True,False,False,True
554,22,72,0.0,1.0,10,71,1.0,1,1.0,1.0,1,1.0,0.0,64,False,True,False,True,True,False,True,False,False,True,False,False,True
555,18,95,1.0,1.0,7,91,0.0,0,0.0,1.0,4,2.0,1.0,69,False,True,False,True,False,True,False,False,True,False,True,False,True
556,17,91,1.0,1.0,6,66,2.0,1,2.0,1.0,3,0.0,0.0,69,True,False,False,True,True,False,False,False,True,True,False,False,True
557,17,97,1.0,2.0,9,88,1.0,0,1.0,1.0,2,0.0,0.0,70,False,True,True,False,False,True,False,False,True,True,False,False,True
559,17,83,2.0,1.0,7,70,0.0,3,0.0,1.0,5,2.0,0.0,68,True,False,False,True,True,False,False,True,False,True,False,True,False
561,32,93,1.0,1.0,8,93,2.0,1,1.0,2.0,3,2.0,2.0,75,False,True,False,True,False,True,True,False,False,True,False,True,False
562,25,60,0.0,2.0,8,98,1.0,1,1.0,1.0,5,2.0,0.0,67,True,False,False,True,False,True,False,True,False,True,False,True,False
563,18,83,1.0,2.0,5,66,1.0,0,2.0,1.0,4,2.0,0.0,69,False,True,False,True,True,False,False,False,True,True,False,False,True
564,27,74,2.0,1.0,8,99,2.0,3,1.0,1.0,4,0.0,0.0,71,True,False,True,False,False,True,False,False,True,True,False,False,True
565,18,73,1.0,0.0,5,88,1.0,1,1.0,1.0,5,1.0,0.0,66,False,True,False,True,False,True,False,False,True,True,False,True,False
566,8,86,1.0,2.0,6,50,2.0,1,1.0,1.0,2,1.0,0.0,65,True,False,False,True,False,True,False,False,True,True,False,False,True
567,14,94,2.0,1.0,7,74,1.0,1,2.0,1.0,5,1.0,0.0,70,True,False,False,True,True,False,False,False,True,True,False,False,True
568,9,84,2.0,0.0,7,92,2.0,1,0.0,2.0,4,2.0,0.0,66,True,False,False,True,False,True,True,False,False,True,False,False,True
569,18,94,2.0,1.0,8,77,1.0,3,1.0,2.0,4,2.0,0.0,74,False,True,False,True,False,True,False,False,True,True,False,False,True
570,20,71,2.0,1.0,8,77,1.0,0,2.0,1.0,4,0.0,1.0,66,True,False,False,True,True,False,False,True,False,True,False,False,True
571,30,81,1.0,2.0,8,72,0.0,0,0.0,1.0,2,0.0,1.0,68,True,False,False,True,False,True,False,True,False,True,False,False,True
572,22,78,1.0,2.0,5,70,1.0,2,0.0,1.0,1,1.0,0.0,68,False,True,False,True,False,True,False,False,True,True,False,False,True
573,19,60,1.0,2.0,10,51,1.0,0,1.0,1.0,3,1.0,0.0,62,True,False,False,True,False,True,False,False,True,False,True,True,False
574,25,82,1.0,2.0,7,81,1.0,2,1.0,1.0,2,2.0,1.0,71,False,True,False,True,True,False,False,True,False,True,False,False,True
575,7,86,1.0,0.0,9,88,1.0,2,0.0,1.0,2,1.0,0.0,63,True,False,False,True,False,True,True,False,False,True,False,True,False
576,21,84,2.0,2.0,4,90,1.0,2,1.0,0.0,3,0.0,2.0,69,True,False,False,True,False,True,False,True,False,True,False,False,True
577,25,89,1.0,1.0,7,81,2.0,3,1.0,1.0,0,1.0,0.0,71,False,True,False,True,False,True,True,False,False,True,False,False,True
578,11,83,2.0,0.0,5,67,1.0,1,1.0,1.0,2,2.0,0.0,66,False,True,False,True,False,True,False,False,True,True,False,False,True
579,27,63,1.0,2.0,6,51,0.0,0,0.0,1.0,2,2.0,1.0,64,True,False,False,True,False,True,False,False,True,True,False,False,True
580,22,65,1.0,1.0,7,95,0.0,3,0.0,1.0,2,0.0,1.0,65,False,True,False,True,False,True,False,False,True,True,False,True,False
581,18,84,1.0,2.0,6,71,1.0,4,1.0,0.0,2,0.0,0.0,69,True,False,False,True,False,True,False,False,True,True,False,True,False
582,24,71,1.0,0.0,9,80,1.0,2,1.0,2.0,3,0.0,0.0,66,True,False,False,True,True,False,False,False,True,True,False,True,False
583,34,63,1.0,2.0,10,60,0.0,1,1.0,1.0,4,0.0,0.0,67,False,True,False,True,False,True,True,False,False,True,False,True,False
584,21,77,1.0,0.0,6,57,1.0,4,0.0,1.0,5,0.0,2.0,65,False,True,False,True,False,True,True,False,False,True,False,False,True
585,21,82,0.0,0.0,6,54,2.0,3,0.0,1.0,2,1.0,1.0,65,False,True,False,True,False,True,True,False,False,True,False,False,True
586,17,73,2.0,1.0,5,90,2.0,1,0.0,1.0,4,0.0,0.0,67,True,False,False,True,True,False,False,False,True,True,False,False,True
587,15,89,0.0,1.0,9,82,0.0,1,1.0,1.0,3,1.0,0.0,66,False,True,False,True,False,True,False,True,False,True,False,False,True
588,25,86,1.0,1.0,7,81,0.0,1,2.0,0.0,1,0.0,0.0,69,False,True,False,True,False,True,False,False,True,True,False,False,True
589,15,73,1.0,2.0,7,96,0.0,1,0.0,1.0,2,1.0,0.0,64,True,False,False,True,False,True,True,False,False,True,False,False,True
590,20,90,1.0,1.0,7,58,2.0,1,2.0,2.0,4,0.0,0.0,70,False,True,False,True,True,False,False,True,False,True,False,False,True
591,17,86,2.0,1.0,7,59,0.0,3,0.0,1.0,3,2.0,1.0,68,False,True,False,True,False,True,False,False,True,True,False,False,True
592,23,85,2.0,0.0,6,59,0.0,1,1.0,1.0,1,0.0,0.0,68,False,True,False,True,False,True,True,False,False,True,False,False,True
593,22,82,2.0,1.0,7,71,0.0,1,2.0,1.0,3,0.0,0.0,69,False,True,False,True,True,False,False,False,True,True,False,True,False
594,26,60,1.0,1.0,7,94,2.0,3,2.0,1.0,2,0.0,1.0,68,False,True,False,True,False,True,False,False,True,True,False,True,False
595,17,88,1.0,1.0,8,94,1.0,5,1.0,1.0,2,1.0,0.0,70,False,True,False,True,False,True,False,True,False,False,True,True,False
596,18,75,2.0,1.0,5,80,1.0,2,0.0,2.0,3,0.0,0.0,67,False,True,False,True,False,True,False,True,False,True,False,True,False
597,14,98,2.0,2.0,7,83,1.0,3,0.0,1.0,3,1.0,0.0,72,False,True,True,False,False,True,False,False,True,True,False,False,True
598,17,93,2.0,0.0,6,95,1.0,1,0.0,1.0,4,0.0,0.0,69,True,False,False,True,False,True,False,True,False,True,False,False,True
599,22,84,2.0,1.0,7,81,1.0,1,1.0,0.0,3,0.0,1.0,69,True,False,False,True,True,False,False,False,True,True,False,False,True
600,25,70,0.0,1.0,8,61,0.0,3,0.0,1.0,4,1.0,1.0,64,False,True,True,False,False,True,False,False,True,True,False,True,False
601,14,68,0.0,1.0,6,85,1.0,2,1.0,1.0,3,0.0,0.0,63,False,True,False,True,False,True,False,True,False,True,False,True,False
602,25,74,2.0,2.0,9,88,1.0,3,1.0,2.0,3,0.0,0.0,70,False,True,False,True,False,True,False,True,False,False,True,False,True
603,28,79,2.0,1.0,4,82,1.0,0,1.0,1.0,3,0.0,0.0,70,False,True,False,True,True,False,False,False,True,True,False,False,True
604,22,72,2.0,1.0,9,64,0.0,1,1.0,1.0,2,1.0,0.0,66,False,True,False,True,False,True,True,False,False,True,False,True,False
605,31,81,1.0,1.0,9,70,0.0,1,0.0,1.0,4,2.0,0.0,70,True,False,False,True,False,True,False,True,False,True,False,True,False
606,15,67,1.0,2.0,6,74,2.0,0,2.0,1.0,2,2.0,0.0,66,False,True,False,True,False,True,False,False,True,True,False,True,False
607,13,99,1.0,1.0,6,57,1.0,1,0.0,1.0,5,1.0,0.0,68,False,True,False,True,False,True,True,False,False,True,False,False,True
608,9,64,1.0,1.0,5,73,1.0,1,1.0,1.0,4,1.0,0.0,61,True,False,False,True,False,True,False,False,True,True,False,False,True
609,29,97,1.0,1.0,8,58,1.0,1,2.0,1.0,4,1.0,1.0,72,True,False,False,True,True,False,True,False,False,True,False,True,False
610,24,97,2.0,0.0,7,75,0.0,1,1.0,1.0,2,0.0,1.0,69,True,False,False,True,False,True,True,False,False,True,False,True,False
611,20,81,1.0,0.0,6,53,0.0,0,1.0,0.0,4,0.0,2.0,63,False,True,False,True,False,True,False,True,False,True,False,True,False
612,22,89,1.0,2.0,5,97,1.0,2,1.0,1.0,5,0.0,0.0,72,False,True,False,True,True,False,False,True,False,True,False,False,True
613,13,77,1.0,1.0,10,62,1.0,1,2.0,1.0,4,1.0,1.0,65,False,True,False,True,True,False,False,True,False,True,False,False,True
614,35,85,1.0,2.0,6,73,2.0,1,2.0,1.0,5,0.0,1.0,74,False,True,False,True,False,True,True,False,False,True,False,True,False
615,21,74,1.0,0.0,7,52,0.0,1,2.0,1.0,4,0.0,2.0,62,False,True,False,True,False,True,True,False,False,True,False,False,True
616,21,72,2.0,1.0,7,60,0.0,0,0.0,1.0,4,2.0,0.0,65,True,False,False,True,True,False,False,True,False,True,False,False,True
617,24,83,0.0,2.0,6,85,0.0,1,0.0,2.0,4,0.0,1.0,68,True,False,False,True,False,True,False,True,False,True,False,True,False
618,23,80,1.0,0.0,6,56,1.0,3,1.0,1.0,2,0.0,0.0,66,False,True,False,True,False,True,False,False,True,False,True,False,True
619,21,83,2.0,1.0,6,81,0.0,3,2.0,1.0,4,2.0,1.0,71,False,True,False,True,False,True,True,False,False,True,False,False,True
620,15,71,1.0,2.0,8,50,0.0,1,1.0,1.0,2,2.0,0.0,62,True,False,False,True,False,True,False,True,False,False,True,True,False
621,23,75,0.0,2.0,6,73,0.0,1,0.0,1.0,2,0.0,1.0,65,False,True,False,True,False,True,False,False,True,True,False,True,False
622,31,63,1.0,2.0,9,86,0.0,0,2.0,1.0,3,2.0,1.0,68,True,False,False,True,False,True,False,True,False,True,False,False,True
623,28,62,1.0,2.0,6,96,1.0,4,1.0,2.0,3,0.0,0.0,70,True,False,False,True,False,True,False,False,True,True,False,False,True
624,30,70,0.0,1.0,8,75,1.0,1,1.0,1.0,2,0.0,0.0,67,True,False,False,True,True,False,False,False,True,True,False,True,False
625,17,63,1.0,1.0,4,92,1.0,2,0.0,1.0,4,0.0,0.0,63,True,False,False,True,False,True,True,False,False,True,False,True,False
626,14,64,2.0,2.0,6,90,0.0,0,0.0,2.0,2,0.0,0.0,63,False,True,False,True,True,False,True,False,False,True,False,True,False
627,19,93,1.0,2.0,6,65,1.0,0,1.0,2.0,3,0.0,0.0,69,True,False,False,True,False,True,False,True,False,True,False,False,True
628,20,62,0.0,1.0,5,94,2.0,3,1.0,1.0,3,2.0,0.0,66,False,True,False,True,False,True,False,True,False,True,False,False,True
629,27,86,1.0,1.0,7,82,0.0,2,0.0,1.0,3,0.0,1.0,70,False,True,False,True,False,True,False,False,True,True,False,True,False
630,10,71,1.0,1.0,7,55,2.0,2,0.0,2.0,3,1.0,0.0,63,False,True,False,True,False,True,False,False,True,True,False,True,False
631,29,95,0.0,1.0,4,97,1.0,0,1.0,1.0,4,1.0,1.0,72,False,True,False,True,True,False,False,False,True,False,True,True,False
632,19,79,2.0,1.0,10,59,0.0,1,1.0,1.0,3,1.0,1.0,65,False,True,False,True,False,True,False,True,False,False,True,False,True
633,17,72,1.0,2.0,7,74,0.0,2,2.0,1.0,4,2.0,2.0,67,False,True,False,True,False,True,False,False,True,True,False,False,True
634,14,81,1.0,1.0,7,73,0.0,1,2.0,1.0,3,0.0,1.0,63,False,True,True,False,True,False,False,False,True,False,True,False,True
635,10,75,2.0,1.0,9,81,1.0,3,0.0,2.0,5,0.0,0.0,65,True,False,False,True,False,True,True,False,False,True,False,True,False
636,25,83,1.0,1.0,8,83,1.0,2,0.0,1.0,1,0.0,1.0,67,False,True,False,True,False,True,False,True,False,False,True,True,False
638,12,100,1.0,1.0,4,68,1.0,2,0.0,1.0,3,1.0,2.0,68,False,True,False,True,False,True,False,True,False,True,False,False,True
639,12,77,1.0,1.0,8,57,1.0,2,0.0,2.0,2,1.0,1.0,63,False,True,False,True,False,True,True,False,False,True,False,False,True
640,18,74,1.0,1.0,6,56,1.0,1,1.0,1.0,3,1.0,1.0,64,True,False,False,True,True,False,False,False,True,True,False,False,True
641,30,88,1.0,1.0,9,91,1.0,3,1.0,0.0,3,0.0,0.0,73,True,False,False,True,False,True,False,False,True,True,False,True,False
642,18,75,1.0,1.0,6,88,0.0,2,1.0,2.0,1,2.0,0.0,66,False,True,False,True,False,True,True,False,False,False,True,True,False
643,11,93,1.0,1.0,6,72,0.0,2,0.0,1.0,3,1.0,1.0,66,False,True,False,True,False,True,True,False,False,True,False,False,True
644,19,78,2.0,2.0,5,55,1.0,0,1.0,1.0,4,0.0,1.0,66,True,False,False,True,False,True,False,True,False,True,False,False,True
645,18,89,1.0,2.0,5,72,0.0,4,1.0,0.0,2,0.0,0.0,69,False,True,False,True,False,True,False,True,False,True,False,True,False
646,4,64,1.0,2.0,7,65,1.0,1,1.0,2.0,4,0.0,2.0,59,False,True,False,True,False,True,True,False,False,True,False,False,True
647,20,94,1.0,1.0,7,89,1.0,0,0.0,1.0,1,0.0,0.0,68,True,False,False,True,True,False,False,True,False,True,False,False,True
648,19,89,1.0,1.0,6,55,1.0,1,0.0,1.0,3,2.0,1.0,67,True,False,False,True,True,False,False,True,False,True,False,True,False
649,24,68,1.0,1.0,10,73,0.0,1,1.0,1.0,4,0.0,1.0,64,False,True,False,True,False,True,False,True,False,False,True,True,False
650,31,66,0.0,2.0,8,80,0.0,0,0.0,0.0,4,0.0,0.0,65,False,True,False,True,True,False,True,False,False,True,False,True,False
651,27,73,1.0,1.0,7,99,0.0,1,0.0,1.0,4,1.0,0.0,68,True,False,False,True,False,True,False,False,True,True,False,False,True
652,18,99,1.0,2.0,4,54,0.0,0,1.0,1.0,3,2.0,1.0,70,False,True,False,True,False,True,False,False,True,True,False,False,True
